MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,,,,,WORK6000XLTPPLUG,6000L Twin Head Work Light,,,,Feit Electric (3468),Feit Electric (3468),Feit Electric,REVIEW,WORK6000XLTPPLUG,,,,,Feit Electric 6000L Twin Head Work Light for industrial and commercial applications.,Feit Electric 6000L Twin Head Work Light Manufactured or supplied by Feit Electric (3468).,,Feit Electric 6000L Twin Head Work Light designed for industrial and commercial use.,Brand: Feit Electric,Manufacturer: Feit Electric (3468),Manufacturer Part Number: WORK6000XLTPPLUG,,,,,,,,,,,,,,,,,,,,,,,Feit Electric 6000L Twin Head Work Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,HOM2040M200PRB,HOM2040M200PRB 200A Load Cntr,,,,Square D Con Prod Dv (6825),Square D Con Prod Dv (6825),Unknown,LOW_CONFIDENCE,HOM2040M200PRB,,,,,200A Load Cntr for industrial and commercial applications.,200A Load Cntr Manufactured or supplied by Square D Con Prod Dv (6825).,,200A Load Cntr designed for industrial and commercial use.,Manufacturer: Square D Con Prod Dv (6825),Manufacturer Part Number: HOM2040M200PRB,,,,,,,,,,,,,,,,,,,,,,,,200A Load Cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,HOM3060L225PGC,HOM3060L225PGC 225 Load Center,,,,Square D Con Prod Dv (6825),Square D Con Prod Dv (6825),Square D,REVIEW,HOM3060L225PGC,,,,,Square D 225 Load Center for industrial and commercial applications.,Square D 225 Load Center Manufactured or supplied by Square D Con Prod Dv (6825).,,Square D 225 Load Center designed for industrial and commercial use.,Brand: Square D,Manufacturer: Square D Con Prod Dv (6825),Manufacturer Part Number: HOM3060L225PGC,,,,,,,,,,,,,,,,,,,,,,,Square D 225 Load Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,QO612L100RBCP,QO612L100RBCP 100A Load Center,,,,Square D Con Prod Dv (6825),Square D Con Prod Dv (6825),Square D,REVIEW,QO612L100RBCP,,,,,Square D 100A Load Center for industrial and commercial applications.,Square D 100A Load Center Manufactured or supplied by Square D Con Prod Dv (6825).,,Square D 100A Load Center designed for industrial and commercial use.,Brand: Square D,Manufacturer: Square D Con Prod Dv (6825),Manufacturer Part Number: QO612L100RBCP,,,,,,,,,,,,,,,,,,,,,,,Square D 100A Load Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,13093005,4/0 Aluminum Entrance Cable (Linear Foot),,,,Southwire/g Turner (6603),Southwire/g Turner (6603),Unknown,LOW_CONFIDENCE,13093005,,,,,4/0 Aluminum Entrance Cable (Linear Foot) for industrial and commercial applications.,4/0 Aluminum Entrance Cable (Linear Foot) Manufactured or supplied by Southwire/g Turner (6603).,,4/0 Aluminum Entrance Cable (Linear Foot) designed for industrial and commercial use.,Manufacturer: Southwire/g Turner (6603),Manufacturer Part Number: 13093005,,,,,,,,,,,,,,,,,,,,,,,,4/0 Aluminum Entrance Cable (Linear Foot),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,12-4 SO,12-4 SO Cord (Linear Foot),,,,-,-,Unknown,LOW_CONFIDENCE,12-4 SO,,,,,Cord (Linear Foot) for industrial and commercial applications.,Cord (Linear Foot) Manufactured or supplied by -.,,Cord (Linear Foot) designed for industrial and commercial use.,Manufacturer: -,Manufacturer Part Number: 12-4 SO,,,,,,,,,,,,,,,,,,,,,,,,Cord (Linear Foot),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,96263-46-06,96263-46-06 CAT5E Wire (Linear Foot),,,,Woods Wire Southwire (7579),Woods Wire Southwire (7579),Unknown,LOW_CONFIDENCE,96263-46-06,,,,,CAT5E Wire (Linear Foot) for industrial and commercial applications.,CAT5E Wire (Linear Foot) Manufactured or supplied by Woods Wire Southwire (7579).,,CAT5E Wire (Linear Foot) designed for industrial and commercial use.,Manufacturer: Woods Wire Southwire (7579),Manufacturer Part Number: 96263-46-06,,,,,,,,,,,,,,,,,,,,,,,,CAT5E Wire (Linear Foot),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,R50003-ID,16-2 Stranded Wire CL3 500' (Linear Foot),,,,Southwire/g Turner (6603),Southwire/g Turner (6603),Unknown,LOW_CONFIDENCE,R50003-ID,,,,,16-2 Stranded Wire CL3 500' (Linear Foot) for industrial and commercial applications.,16-2 Stranded Wire CL3 500' (Linear Foot) Manufactured or supplied by Southwire/g Turner (6603).,,16-2 Stranded Wire CL3 500' (Linear Foot) designed for industrial and commercial use.,Manufacturer: Southwire/g Turner (6603),Manufacturer Part Number: R50003-ID,,,,,,,,,,,,,,,,,,,,,,,,16-2 Stranded Wire CL3 500' (Linear Foot),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,10-4 SO,10-4 SO Cord (Linear Foot),,,,Southwire/g Turner (6603),Southwire/g Turner (6603),Unknown,LOW_CONFIDENCE,10-4 SO,,,,,Cord (Linear Foot) for industrial and commercial applications.,Cord (Linear Foot) Manufactured or supplied by Southwire/g Turner (6603).,,Cord (Linear Foot) designed for industrial and commercial use.,Manufacturer: Southwire/g Turner (6603),Manufacturer Part Number: 10-4 SO,,,,,,,,,,,,,,,,,,,,,,,,Cord (Linear Foot),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,23346-0408,23346-0408 Wire 16/3 SJEWA 250 (Linear Foot),,,,-,-,Unknown,LOW_CONFIDENCE,23346-0408,,,,,Wire 16/3 SJEWA 250 (Linear Foot) for industrial and commercial applications.,Wire 16/3 SJEWA 250 (Linear Foot) Manufactured or supplied by -.,,Wire 16/3 SJEWA 250 (Linear Foot) designed for industrial and commercial use.,Manufacturer: -,Manufacturer Part Number: 23346-0408,,,,,,,,,,,,,,,,,,,,,,,,Wire 16/3 SJEWA 250 (Linear Foot),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,2/2/4 UD ALUM,2/2/4 UD Aluminum Triplex Wire (Linear Foot),,,,Southwire/g Turner (6603),Southwire/g Turner (6603),Unknown,LOW_CONFIDENCE,2/2/4 UD ALUM,,,,,inum Triplex Wire (Linear Foot) for industrial and commercial applications.,inum Triplex Wire (Linear Foot) Manufactured or supplied by Southwire/g Turner (6603).,,inum Triplex Wire (Linear Foot) designed for industrial and commercial use.,Manufacturer: Southwire/g Turner (6603),Manufacturer Part Number: 2/2/4 UD ALUM,,,,,,,,,,,,,,,,,,,,,,,,inum Triplex Wire (Linear Foot),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,55418901,6/6/6 UD Triplex Aluminum Wire,,,,Southwire/g Turner (6603),Southwire/g Turner (6603),Unknown,LOW_CONFIDENCE,55418901,,,,,6/6/6 UD Triplex Aluminum Wire for industrial and commercial applications.,6/6/6 UD Triplex Aluminum Wire Manufactured or supplied by Southwire/g Turner (6603).,,6/6/6 UD Triplex Aluminum Wire designed for industrial and commercial use.,Manufacturer: Southwire/g Turner (6603),Manufacturer Part Number: 55418901,,,,,,,,,,,,,,,,,,,,,,,,6/6/6 UD Triplex Aluminum Wire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,CG50K,"CG50K 1/2"" Cord Grip Kit",,,,Fenton Bros Electric Inc (FENBR),Fenton Bros Electric Inc (FENBR),Unknown,LOW_CONFIDENCE,CG50K,,,,,"1/2"" Cord Grip Kit for industrial and commercial applications.","1/2"" Cord Grip Kit Manufactured or supplied by Fenton Bros Electric Inc (FENBR). Available product information includes Size: 1/2 in.",,"1/2"" Cord Grip Kit designed for industrial and commercial use. Key identified specifications include Size: 1/2 in.",Manufacturer: Fenton Bros Electric Inc (FENBR),Manufacturer Part Number: CG50K,Size: 1/2 in,,,,,,,,,,,,,,,,,,,,,,,"1/2"" Cord Grip Kit",Size,1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,R02-D215P-1RW,R02D215P1RW 15A Mini Outlet Wh,,,,Leviton Mfg Co (4927),Leviton Mfg Co (4927),Leviton,REVIEW,R02-D215P-1RW,,,,,Leviton R02D215P1RW 15A Mini Outlet Wh for industrial and commercial applications.,Leviton R02D215P1RW 15A Mini Outlet Wh Manufactured or supplied by Leviton Mfg Co (4927).,,Leviton R02D215P1RW 15A Mini Outlet Wh designed for industrial and commercial use.,Brand: Leviton,Manufacturer: Leviton Mfg Co (4927),Manufacturer Part Number: R02-D215P-1RW,,,,,,,,,,,,,,,,,,,,,,,Leviton R02D215P1RW 15A Mini Outlet Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,PBUC013,PBUC013 15A Wall Tap w/USB,,,,Prime Wire & Cable (3562),Prime Wire & Cable (3562),Prime,REVIEW,PBUC013,,,,,Prime 15A Wall Tap w/USB for industrial and commercial applications.,Prime 15A Wall Tap w/USB Manufactured or supplied by Prime Wire & Cable (3562).,,Prime 15A Wall Tap w/USB designed for industrial and commercial use.,Brand: Prime,Manufacturer: Prime Wire & Cable (3562),Manufacturer Part Number: PBUC013,,,,,,,,,,,,,,,,,,,,,,,Prime 15A Wall Tap w/USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,R00-GFNT1-00K,R00GFNT100K 15A Outlet Br,,,,Leviton Mfg Co (4927),Leviton Mfg Co (4927),Leviton,REVIEW,R00-GFNT1-00K,,,,,Leviton R00GFNT100K 15A Outlet Br for industrial and commercial applications.,Leviton R00GFNT100K 15A Outlet Br Manufactured or supplied by Leviton Mfg Co (4927).,,Leviton R00GFNT100K 15A Outlet Br designed for industrial and commercial use.,Brand: Leviton,Manufacturer: Leviton Mfg Co (4927),Manufacturer Part Number: R00-GFNT1-00K,,,,,,,,,,,,,,,,,,,,,,,Leviton R00GFNT100K 15A Outlet Br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,R92-GFWT1-0KW,R92GFWT10KW 15A GFCI Outlet Wh,,,,Leviton Mfg Co (4927),Leviton Mfg Co (4927),Leviton,REVIEW,R92-GFWT1-0KW,,,,,Leviton R92GFWT10KW 15A GFCI Outlet Wh for industrial and commercial applications.,Leviton R92GFWT10KW 15A GFCI Outlet Wh Manufactured or supplied by Leviton Mfg Co (4927).,,Leviton R92GFWT10KW 15A GFCI Outlet Wh designed for industrial and commercial use.,Brand: Leviton,Manufacturer: Leviton Mfg Co (4927),Manufacturer Part Number: R92-GFWT1-0KW,,,,,,,,,,,,,,,,,,,,,,,Leviton R92GFWT10KW 15A GFCI Outlet Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,R12-AGTR1-0KW,R12AGTR10KW 15A GFCI Outler Wh,,,,Leviton Mfg Co (4927),Leviton Mfg Co (4927),Leviton,REVIEW,R12-AGTR1-0KW,,,,,Leviton R12AGTR10KW 15A GFCI Outler Wh for industrial and commercial applications.,Leviton R12AGTR10KW 15A GFCI Outler Wh Manufactured or supplied by Leviton Mfg Co (4927).,,Leviton R12AGTR10KW 15A GFCI Outler Wh designed for industrial and commercial use.,Brand: Leviton,Manufacturer: Leviton Mfg Co (4927),Manufacturer Part Number: R12-AGTR1-0KW,,,,,,,,,,,,,,,,,,,,,,,Leviton R12AGTR10KW 15A GFCI Outler Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,R62-GFTA1-0KW,R92GFTA10KW 15A GFCI Outlet Wh,,,,Leviton Mfg Co (4927),Leviton Mfg Co (4927),Leviton,REVIEW,R62-GFTA1-0KW,,,,,Leviton R92GFTA10KW 15A GFCI Outlet Wh for industrial and commercial applications.,Leviton R92GFTA10KW 15A GFCI Outlet Wh Manufactured or supplied by Leviton Mfg Co (4927).,,Leviton R92GFTA10KW 15A GFCI Outlet Wh designed for industrial and commercial use.,Brand: Leviton,Manufacturer: Leviton Mfg Co (4927),Manufacturer Part Number: R62-GFTA1-0KW,,,,,,,,,,,,,,,,,,,,,,,Leviton R92GFTA10KW 15A GFCI Outlet Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,165-04729-00C,1650472900C 15A 125V Cord Conn,,,,Leviton Mfg Co (4927),Leviton Mfg Co (4927),Leviton,REVIEW,165-04729-00C,,,,,Leviton 1650472900C 15A 125V Cord Conn for industrial and commercial applications.,Leviton 1650472900C 15A 125V Cord Conn Manufactured or supplied by Leviton Mfg Co (4927). Available product information includes Voltage: 125 V.,,Leviton 1650472900C 15A 125V Cord Conn designed for industrial and commercial use. Key identified specifications include Voltage: 125 V.,Brand: Leviton,Manufacturer: Leviton Mfg Co (4927),Manufacturer Part Number: 165-04729-00C,Voltage: 125 V,,,,,,,,,,,,,,,,,,,,,,Leviton 1650472900C 15A 125V Cord Conn,Voltage,125,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,161-04720-00C,1610472000C 15A 125V Cord Conn,,,,Leviton Mfg Co (4927),Leviton Mfg Co (4927),Leviton,REVIEW,161-04720-00C,,,,,Leviton 1610472000C 15A 125V Cord Conn for industrial and commercial applications.,Leviton 1610472000C 15A 125V Cord Conn Manufactured or supplied by Leviton Mfg Co (4927). Available product information includes Voltage: 125 V.,,Leviton 1610472000C 15A 125V Cord Conn designed for industrial and commercial use. Key identified specifications include Voltage: 125 V.,Brand: Leviton,Manufacturer: Leviton Mfg Co (4927),Manufacturer Part Number: 161-04720-00C,Voltage: 125 V,,,,,,,,,,,,,,,,,,,,,,Leviton 1610472000C 15A 125V Cord Conn,Voltage,125,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
