Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,Resolved_Brand,Brand_Confidence,Brand_Source,Extracted_Attributes,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,MANUFACTURER_NAME,BRAND_NAME,MANUFACTURER_PART_NUMBER,Product Name,SHORT_DESC,LONG_DESC1,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20
SLER30524SS,"SLER30524SS 30"" Elect Range SS",,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,"[('Size', '30', 'in')]",Size,30,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,SLER30524SS,"30"" Elect Range SS","30"" Elect Range SS for industrial and commercial applications.","30"" Elect Range SS Manufactured or supplied by Appliance Dealers Cooperative (APPDE). Available product information includes Size: 30 in.","30"" Elect Range SS designed for industrial and commercial use. Key identified specifications include Size: 30 in.",Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: SLER30524SS,Size: 30 in,,,,,,,,,,,,,,,,,
LSEL6333ZE,"LSEL6333ZE LG 30"" Elec Range BS-Display Only",,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,"[('Size', '30', 'in')]",Size,30,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,LSEL6333ZE,"LG 30"" Elec Range BS-Display Only","LG 30"" Elec Range BS-Display Only for industrial and commercial applications.","LG 30"" Elec Range BS-Display Only Manufactured or supplied by Appliance Dealers Cooperative (APPDE). Available product information includes Size: 30 in.","LG 30"" Elec Range BS-Display Only designed for industrial and commercial use. Key identified specifications include Size: 30 in.",Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: LSEL6333ZE,Size: 30 in,,,,,,,,,,,,,,,,,
KSES530SBE,"KSES530SBE 30"" Elect Range BO Display Only",,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,"[('Size', '30', 'in')]",Size,30,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,KSES530SBE,"30"" Elect Range BO Display Only","30"" Elect Range BO Display Only for industrial and commercial applications.","30"" Elect Range BO Display Only Manufactured or supplied by Appliance Dealers Cooperative (APPDE). Available product information includes Size: 30 in.","30"" Elect Range BO Display Only designed for industrial and commercial use. Key identified specifications include Size: 30 in.",Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: KSES530SBE,Size: 30 in,,,,,,,,,,,,,,,,,
GCFG3661AF,"GCFG3661AF 36"" Frigidaire Gas Range SS",,,,Appliance Dealers Cooperative (APPDE),Frigidaire,0.6,Product description,"[('Size', '36', 'in')]",Size,36,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Frigidaire,GCFG3661AF,"36"" Frigidaire Gas Range SS","36"" Frigidaire Gas Range SS for industrial and commercial applications.","36"" Frigidaire Gas Range SS Manufactured or supplied by Appliance Dealers Cooperative (APPDE). Available product information includes Size: 36 in.","36"" Frigidaire Gas Range SS designed for industrial and commercial use. Key identified specifications include Size: 36 in.",Brand: Frigidaire,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: GCFG3661AF,Size: 36 in,,,,,,,,,,,,,,,,
WSGS7530RZ,"WSGS7530RZ 30"" Gas Range SS - Display Only",,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,"[('Size', '30', 'in')]",Size,30,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,WSGS7530RZ,"30"" Gas Range SS - Display Only","30"" Gas Range SS - Display Only for industrial and commercial applications.","30"" Gas Range SS - Display Only Manufactured or supplied by Appliance Dealers Cooperative (APPDE). Available product information includes Size: 30 in.","30"" Gas Range SS - Display Only designed for industrial and commercial use. Key identified specifications include Size: 30 in.",Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: WSGS7530RZ,Size: 30 in,,,,,,,,,,,,,,,,,
CHP90301TBB,CHP90301TBB Café Cooktop Bk,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,CHP90301TBB,Café Cooktop Bk,Café Cooktop Bk for industrial and commercial applications.,Café Cooktop Bk Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Café Cooktop Bk designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: CHP90301TBB,,,,,,,,,,,,,,,,,,
CVM517P3RD1,CVM517P3RD1 Cafe Microwave Bk - Display,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,CVM517P3RD1,Cafe Microwave Bk - Display,Cafe Microwave Bk - Display for industrial and commercial applications.,Cafe Microwave Bk - Display Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Cafe Microwave Bk - Display designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: CVM517P3RD1,,,,,,,,,,,,,,,,,,
PMOS1980AF,PMOS1980AF OTR Microwave SS - Display Only,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,PMOS1980AF,OTR Microwave SS - Display Only,OTR Microwave SS - Display Only for industrial and commercial applications.,OTR Microwave SS - Display Only Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,OTR Microwave SS - Display Only designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: PMOS1980AF,,,,,,,,,,,,,,,,,,
WMMS3330RZ,WMMS3330RZ OTR Mocrowave SS - Display Only,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,WMMS3330RZ,OTR Mocrowave SS - Display Only,OTR Mocrowave SS - Display Only for industrial and commercial applications.,OTR Mocrowave SS - Display Only Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,OTR Mocrowave SS - Display Only designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: WMMS3330RZ,,,,,,,,,,,,,,,,,,
KMMF530PBE,KMMF530PBE OTR Microwave BO Display Only,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,KMMF530PBE,OTR Microwave BO Display Only,OTR Microwave BO Display Only for industrial and commercial applications.,OTR Microwave BO Display Only Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,OTR Microwave BO Display Only designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: KMMF530PBE,,,,,,,,,,,,,,,,,,
JXGRILL1,JXGRILL1 GE Range Grill,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,JXGRILL1,GE Range Grill,GE Range Grill for industrial and commercial applications.,GE Range Grill Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,GE Range Grill designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: JXGRILL1,,,,,,,,,,,,,,,,,,
C9TMA2S3PD3,C9TMA2S3PD3 Café Toaster MB,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,C9TMA2S3PD3,Café Toaster MB,Café Toaster MB for industrial and commercial applications.,Café Toaster MB Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Café Toaster MB designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: C9TMA2S3PD3,,,,,,,,,,,,,,,,,,
C9TMA2S4PW3,C9TMA2S4PW3 Café Toaster MW,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,C9TMA2S4PW3,Café Toaster MW,Café Toaster MW for industrial and commercial applications.,Café Toaster MW Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Café Toaster MW designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: C9TMA2S4PW3,,,,,,,,,,,,,,,,,,
C90AAAS2RS3,C90AAAS2RS3 Cafe Toast Oven SS,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,C90AAAS2RS3,Cafe Toast Oven SS,Cafe Toast Oven SS for industrial and commercial applications.,Cafe Toast Oven SS Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Cafe Toast Oven SS designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: C90AAAS2RS3,,,,,,,,,,,,,,,,,,
C9TMA2SP2PS3,C9TMA2S2PS3 Cafe Toaster SS,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,C9TMA2SP2PS3,C9TMA2S2PS3 Cafe Toaster SS,C9TMA2S2PS3 Cafe Toaster SS for industrial and commercial applications.,C9TMA2S2PS3 Cafe Toaster SS Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,C9TMA2S2PS3 Cafe Toaster SS designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: C9TMA2SP2PS3,,,,,,,,,,,,,,,,,,
GDE21EMKES,GDE21EMKES GE 21CF Fridge SL Display Only,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,GDE21EMKES,GE 21CF Fridge SL Display Only,GE 21CF Fridge SL Display Only for industrial and commercial applications.,GE 21CF Fridge SL Display Only Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,GE 21CF Fridge SL Display Only designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: GDE21EMKES,,,,,,,,,,,,,,,,,,
FCM16SLWW,FCM16SLWW 16CF GE Freezer Chest MH,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,FCM16SLWW,16CF GE Freezer Chest MH,16CF GE Freezer Chest MH for industrial and commercial applications.,16CF GE Freezer Chest MH Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,16CF GE Freezer Chest MH designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: FCM16SLWW,,,,,,,,,,,,,,,,,,
GNE27JYMFS,GNE27JYMFS GE Fridge SS,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,GNE27JYMFS,GE Fridge SS,GE Fridge SS for industrial and commercial applications.,GE Fridge SS Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,GE Fridge SS designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: GNE27JYMFS,,,,,,,,,,,,,,,,,,
CVE28DP3ND1,CVE28DP3ND1 Cafe Fridge Bk,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,CVE28DP3ND1,Cafe Fridge Bk,Cafe Fridge Bk for industrial and commercial applications.,Cafe Fridge Bk Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Cafe Fridge Bk designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: CVE28DP3ND1,,,,,,,,,,,,,,,,,,
GNE25JMKES,GNE25JMKES GE Fridge Slate - Display,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,GNE25JMKES,GE Fridge Slate - Display,GE Fridge Slate - Display for industrial and commercial applications.,GE Fridge Slate - Display Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,GE Fridge Slate - Display designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: GNE25JMKES,,,,,,,,,,,,,,,,,,
PRFS2883AF,"PRFS2883AF 36"" Fridge SS - Display Only",,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,"[('Size', '36', 'in')]",Size,36,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,PRFS2883AF,"36"" Fridge SS - Display Only","36"" Fridge SS - Display Only for industrial and commercial applications.","36"" Fridge SS - Display Only Manufactured or supplied by Appliance Dealers Cooperative (APPDE). Available product information includes Size: 36 in.","36"" Fridge SS - Display Only designed for industrial and commercial use. Key identified specifications include Size: 36 in.",Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: PRFS2883AF,Size: 36 in,,,,,,,,,,,,,,,,,
PAD28BYTFS,PAD28BYTFS GE Fridge SS,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,PAD28BYTFS,GE Fridge SS,GE Fridge SS for industrial and commercial applications.,GE Fridge SS Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,GE Fridge SS designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: PAD28BYTFS,,,,,,,,,,,,,,,,,,
PGE29BYTFS,PGE29BYTFS GE Fridge SS,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,PGE29BYTFS,GE Fridge SS,GE Fridge SS for industrial and commercial applications.,GE Fridge SS Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,GE Fridge SS designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: PGE29BYTFS,,,,,,,,,,,,,,,,,,
ERFD19CGCS,ERFD19CGCS Element Fridge SS,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,ERFD19CGCS,Element Fridge SS,Element Fridge SS for industrial and commercial applications.,Element Fridge SS Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Element Fridge SS designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: ERFD19CGCS,,,,,,,,,,,,,,,,,,
LT18S2100W,LT18S2100W LG Fridge Wh,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,LT18S2100W,LG Fridge Wh,LG Fridge Wh for industrial and commercial applications.,LG Fridge Wh Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,LG Fridge Wh designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: LT18S2100W,,,,,,,,,,,,,,,,,,
